sample_id,image_path,source_dataset,beam_image_type_proxy,beam_quality_label,alignment_state_label,severity_label,giga_rank_proxy,center_status,size_status,symmetry_status,uniformity_status,contm_proxy_status,notes
sample_0111,images/beamage_Friday_February_14_2025_16_17_47.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0112,images/beamage_Friday_February_14_2025_16_19_22.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0113,images/beamage_Friday_February_14_2025_16_20_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0114,images/beamage_Friday_February_14_2025_16_22_34.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0115,images/beamage_Friday_February_14_2025_16_24_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0116,images/beamage_Friday_February_14_2025_16_25_45.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0117,images/beamage_Friday_February_14_2025_16_27_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0118,images/beamage_Friday_February_14_2025_16_28_56.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0119,images/beamage_Friday_February_14_2025_16_30_31.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0120,images/beamage_Friday_February_14_2025_16_32_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0121,images/beamage_Friday_February_14_2025_16_33_43.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0122,images/beamage_Friday_February_14_2025_16_35_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0123,images/beamage_Friday_February_14_2025_16_37_34.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0124,images/beamage_Friday_February_14_2025_16_39_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0125,images/beamage_Friday_February_14_2025_16_40_45.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0126,images/beamage_Friday_February_14_2025_16_42_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0127,images/beamage_Friday_February_14_2025_16_52_15.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0128,images/beamage_Friday_February_14_2025_16_53_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0129,images/beamage_Friday_February_14_2025_16_55_26.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0130,images/beamage_Friday_February_14_2025_16_57_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0131,images/beamage_Friday_February_14_2025_16_58_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0132,images/beamage_Friday_February_14_2025_17_00_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0133,images/beamage_Friday_February_14_2025_17_02_27.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0134,images/beamage_Friday_February_14_2025_17_04_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0135,images/beamage_Friday_February_14_2025_17_05_39.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0136,images/beamage_Friday_February_14_2025_17_07_14.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0137,images/beamage_Friday_February_14_2025_17_08_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0138,images/beamage_Friday_February_14_2025_17_10_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0139,images/beamage_Friday_February_14_2025_17_12_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0140,images/beamage_Friday_February_14_2025_17_13_36.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0141,images/beamage_Friday_February_14_2025_17_15_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0142,images/beamage_Friday_February_14_2025_17_16_48.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0143,images/beamage_Friday_February_14_2025_17_18_23.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0144,images/beamage_Friday_February_14_2025_17_20_38.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0145,images/beamage_Friday_February_14_2025_17_22_14.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0146,images/beamage_Friday_February_14_2025_17_23_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0147,images/beamage_Friday_February_14_2025_17_25_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0148,images/beamage_Friday_February_14_2025_17_27_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0149,images/beamage_Friday_February_14_2025_17_28_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0150,images/beamage_Friday_February_14_2025_17_30_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0151,images/beamage_Friday_February_14_2025_17_31_48.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0152,images/beamage_Friday_February_14_2025_17_33_23.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0153,images/beamage_Friday_February_14_2025_17_34_59.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0154,images/beamage_Friday_February_14_2025_17_36_34.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0155,images/beamage_Friday_February_28_2025_00_01_04.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0156,images/beamage_Friday_February_28_2025_00_03_05.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0157,images/beamage_Friday_February_28_2025_00_05_05.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0158,images/beamage_Friday_February_28_2025_00_07_05.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0159,images/beamage_Friday_February_28_2025_00_09_06.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0160,images/beamage_Friday_February_28_2025_00_11_06.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0161,images/beamage_Friday_February_28_2025_00_13_06.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0162,images/beamage_Friday_February_28_2025_00_15_06.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0163,images/beamage_Friday_February_28_2025_00_17_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0164,images/beamage_Friday_February_28_2025_00_19_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0165,images/beamage_Friday_February_28_2025_00_21_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0166,images/beamage_Friday_February_28_2025_00_23_27.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0167,images/beamage_Friday_February_28_2025_00_25_27.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0168,images/beamage_Friday_February_28_2025_00_27_27.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0169,images/beamage_Friday_February_28_2025_00_29_28.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0170,images/beamage_Friday_February_28_2025_00_31_28.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0171,images/beamage_Friday_February_28_2025_00_33_28.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0172,images/beamage_Friday_February_28_2025_00_35_29.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0173,images/beamage_Friday_February_28_2025_00_37_29.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0174,images/beamage_Friday_February_28_2025_00_39_29.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0175,images/beamage_Friday_February_28_2025_00_41_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0176,images/beamage_Friday_February_28_2025_00_45_49.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0177,images/beamage_Friday_February_28_2025_00_47_49.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0178,images/beamage_Friday_February_28_2025_00_49_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0179,images/beamage_Friday_February_28_2025_00_51_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0180,images/beamage_Friday_February_28_2025_00_53_50.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0181,images/beamage_Friday_February_28_2025_00_55_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0182,images/beamage_Friday_February_28_2025_00_57_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0183,images/beamage_Friday_February_28_2025_00_59_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0184,images/beamage_Friday_February_28_2025_01_01_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0185,images/beamage_Friday_February_28_2025_01_03_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0186,images/beamage_Friday_February_28_2025_01_05_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0187,images/beamage_Friday_February_28_2025_01_08_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0188,images/beamage_Friday_February_28_2025_01_10_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0189,images/beamage_Friday_February_28_2025_01_12_12.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0190,images/beamage_Friday_February_28_2025_01_14_13.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0191,images/beamage_Friday_February_28_2025_01_16_13.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0192,images/beamage_Friday_February_28_2025_01_18_13.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0193,images/beamage_Friday_February_28_2025_01_20_14.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0194,images/beamage_Friday_February_28_2025_01_22_14.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0195,images/beamage_Friday_February_28_2025_01_24_14.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0196,images/beamage_Friday_February_28_2025_01_26_15.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0197,images/beamage_Friday_February_28_2025_01_28_15.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0198,images/beamage_Friday_February_28_2025_01_30_34.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0199,images/beamage_Friday_February_28_2025_01_32_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0200,images/beamage_Friday_February_28_2025_01_34_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0201,images/beamage_Friday_February_28_2025_01_36_35.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0202,images/beamage_Friday_February_28_2025_01_38_36.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0203,images/beamage_Friday_February_28_2025_01_40_36.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0204,images/beamage_Friday_February_28_2025_01_42_36.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0205,images/beamage_Friday_February_28_2025_01_44_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0206,images/beamage_Friday_February_28_2025_01_46_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0207,images/beamage_Friday_February_28_2025_01_48_37.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0208,images/beamage_Friday_February_28_2025_01_52_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0209,images/beamage_Friday_February_28_2025_01_54_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0210,images/beamage_Friday_February_28_2025_01_56_57.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0211,images/beamage_Friday_February_28_2025_01_58_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0212,images/beamage_Friday_February_28_2025_02_00_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0213,images/beamage_Friday_February_28_2025_02_02_58.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0214,images/beamage_Friday_February_28_2025_02_04_59.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0215,images/beamage_Friday_February_28_2025_02_06_59.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0216,images/beamage_Friday_February_28_2025_02_08_59.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0217,images/beamage_Friday_February_28_2025_02_10_59.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0218,images/beamage_Friday_February_28_2025_02_13_00.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0219,images/beamage_Friday_February_28_2025_02_15_19.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0220,images/beamage_Friday_February_28_2025_02_17_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0221,images/beamage_Friday_February_28_2025_02_19_20.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
